node1,node2,relation
CID000002405,CID000003899,C0042514
146540,90933,interacts
CID000005267,CID000054841,C0027497
CID000004927,CID000006691,C0030193
CID000002891,CID000068740,C0030196
1182,56674,interacts
CID000003261,CID000004506,C0036454
1491,55253,interacts
CID000003516,CID000005245,C0002792
CID000003958,CID000004112,C0023890
CID000003345,CID000004845,C0020538
7204,594857,interacts
3320,5931,interacts
CID000002550,CID000003869,C0085649
CID000004058,CID000004736,C0232492
6430,8559,interacts
CID000003310,CID000005732,C0024050
CID000000853,CID000002250,C0038436
27023,23314,interacts
CID000002088,CID000004058,C0027497
CID000004599,CID000004927,C0043094
23381,351,interacts
CID000004264,CID000005090,C0018989
CID000003365,CID000148192,C0018801
CID000002249,CID000124087,C0018799
CID000003152,CID000004171,C0035309
CID000000772,CID000667490,C0003864
CID000002803,CID000003780,C0021311
CID000002576,CID000004889,C0023518
CID000006691,CID001349907,C0018674
CID000005039,CID000125889,C0026858
291,134266,interacts
CID000005544,CID005311297,C0012569
CID000003157,CID000004091,C0013405
CID000002118,CID000002520,C0034150
CID000002477,CID000005039,C0037315
CID000003958,CID000004595,C0151723
CID000004034,CID000004509,C0497327
CID000005073,CID000005734,C0037036
CID000004745,CID000005095,C0035078
CID000003958,CID000004236,C0003123
CID000003449,CID000004205,C0020649
CID000002541,CID000062924,C0015230
CID000002162,CID000005394,C0149871
CID000003403,CID000003476,C0019209
CID000003639,CID000004609,C0008031
CID000003157,CID000003793,C0032227
CID000002909,CID000003652,C0018965
CID000001065,CID000003143,C0004093
CID000002118,CID000004236,C0231807
CID000004679,CID000005735,C0030554
CID000002250,CID000004449,C0043096
CID000003702,CID000003958,C0006266
CID000003696,CID000004168,C0085096
CID000003736,CID000060754,C0022671
1540,23666,interacts
CID000002803,CID000004635,C0043096
CID000004635,CID000060147,C0020433
CID000005732,CID003085017,C0029442
CID000003954,CID000004674,C0151766
CID000003032,CID000003350,C0018802
CID000003410,CID000006691,C0030305
CID000003958,CID000054688,C0026919
CID000004594,CID000005514,C0034212
1114,7343,interacts
CID000002083,CID000005076,C0032326
CID000002250,CID000003883,C0151723
CID000002895,CID000003676,C0014724
4928,54623,interacts
6202,51650,interacts
CID000004168,CID003468412,C0152013
6921,51755,interacts
CID000004159,CID000004607,C0013295
CID000004171,CID000005514,C0037299
CID000002622,CID000004894,C0220981
CID000002244,CID005311027,C0042029
CID000005379,CID000005514,C0149756
CID000002541,CID000002802,C0149514
CID000002160,CID000003746,C0442874
CID000002764,CID000002806,C0030252
CID000002541,CID000003784,C1527344
CID000000119,CID000002909,C0085593
CID000003826,CID000003890,C0086543
CID000005391,CID000068740,C0004093
CID000002088,CID000004873,C0024117
CID000002269,CID000005035,C0034065
CID000002666,CID000003958,C0015672
CID000002156,CID000004894,C0018802
CID000004236,CID000004873,C0032290
CID000001983,CID000003255,C0009938
CID000000581,CID000003639,C0497247
CID000003158,CID000004091,C0518988
CID000003883,CID000004834,C0011603
CID000003510,CID000005732,C0020456
CID000002576,CID000005090,C0020488
CID000004200,CID000032797,C0015967
CID000003937,CID000004927,C0004093
CID000002678,CID000003957,C0973461
11285,8881,interacts
CID000003661,CID000004112,C0017601
CID000003957,CID000004885,C0014488
CID000000596,CID000003676,C0020517
CID000003016,CID000003385,C0042963
CID000003345,CID000010631,C0030554
CID000002477,CID000003883,C0522224
151987,65108,interacts
CID000002520,CID000005203,C0029443
CID000005267,CID000005735,C0004093
CID000004259,CID000005544,C0020557
143384,9318,interacts
CID000001972,CID000060696,C0151699
CID000004253,CID000216239,C0032290
CID000003365,CID000060854,C0021400
CID000004170,CID000054454,C0011615
CID000003639,CID000005029,C0178282
CID000003386,CID000004158,C0009763
CID000004594,CID000004991,C0005745
CID000003559,CID000006691,C0006840
CID000000596,CID000003365,C0019112
112936,84079,interacts
6318,55633,interacts
CID000002284,CID000004052,C0008350
CID000004543,CID000005245,C0162323
CID000005064,CID000005556,C0242422
CID000002022,CID000002083,C0678222
CID000002187,CID000003003,C0041582
CID000004171,CID000004594,C1260880
CID000005073,CID000005656,C0010200
5434,199746,interacts
5436,6118,interacts
CID000003308,CID000032797,C0019112
CID000001983,CID000059708,C0004610
6457,26130,interacts
CID000004034,CID000010631,C0005779
CID000003410,CID000004889,C0032300
83448,80324,interacts
CID000003075,CID000027991,C0028754
CID000004170,CID000004583,C0031154
55662,287,interacts
163351,3107,interacts
CID000004158,CID000005073,C0149512
3068,8368,interacts
CID000003648,CID000130881,C0017160
CID000003121,CID000004583,C0018801
CID000002662,CID000004107,C0266813
11103,3014,interacts
CID000003222,CID000003877,C0019557
CID000003032,CID000003957,C0012569
4907,214,interacts
CID000001690,CID000124087,C0010200
6184,6206,interacts
9367,9098,interacts
CID000005651,CID000148192,C0037199
CID000002118,CID000002249,C0020458
CID000002609,CID000003003,C0035078
CID000004200,CID000004594,C0232492
CID000002541,CID000004510,C0917799
26973,9185,interacts
CID000004679,CID000004691,C0034150
CID000003386,CID000003419,C0019291
CID000003355,CID000003746,C0020621
CID000005352,CID000005358,C0013473
CID000003062,CID000005040,C0011615
CID000006691,CID004659568,C0004093
CID000002160,CID000005203,C0917798
CID000000450,CID000005077,C0001969
CID000003890,CID000004691,C0020625
CID000004679,CID000062924,C0149520
CID005282226,CID005311027,C0004093
CID000003365,CID000004112,C0004690
CID000000937,CID000003121,C0017979
6132,6158,interacts
CID000003121,CID000019090,C0020621
11218,6152,interacts
CID000002088,CID000002269,C0020517
CID000002244,CID000005408,C0344232
CID000002909,CID000003478,C0022602
CID000003937,CID000110634,C0025061
CID000002250,CID005311082,C0009676
8945,255488,interacts
CID000002812,CID000005978,C0023530
CID000002578,CID000004900,C1145670
CID000002803,CID000004168,C0011860
CID000002576,CID000004091,C0036439
CID000003367,CID000004894,C0040822
CID000002022,CID000003414,C0595939
CID000003062,CID000065999,C0008031
CID000005426,CID000054547,C0011615
CID000000450,CID005311297,C0017675
CID000002678,CID000003157,C0162529
CID000002083,CID000060795,C0011175
CID000001117,CID000004666,C0023530
CID000001983,CID000004539,C0151436
CID000002662,CID000160051,C0012833
CID000004595,CID000216326,C0032227
CID000002171,CID000054841,C1384666
CID000005514,CID000024486,C0013404
CID000002631,CID000005732,C0020538
CID000005358,CID000170361,C0032584
CID000002088,CID000119607,C0023895
CID000004856,CID000004917,C0020538
55125,5518,interacts
CID000003878,CID000060854,C0026848
CID000003043,CID000005064,C0029456
10525,79896,interacts
129521,187,interacts
CID000003463,CID000005038,C0021311
191,2271,interacts
CID000000444,CID000004171,C0037023
CID000002477,CID000004171,C0004601
CID000003639,CID000027686,C0005001
CID000002274,CID000071616,C0010823
CID000001775,CID000005064,C0024121
CID000003672,CID006398525,C0231528
CID000005029,CID006398525,C0009946
6883,54457,interacts
5037,7314,interacts
CID000002764,CID000005978,C0030554
CID000000450,CID000004601,C0011616
CID000027661,CID000059708,C0007784
CID000005533,6755,targets
CID000004112,CID000005210,C1145670
CID000004900,CID000010631,C0205929
CID000003516,CID000004873,C0004238
CID000002662,CID000003305,C0018932
CID000003348,CID000028112,C0917801
CID000004900,CID000091270,C0027531
CID000003793,CID000005029,C0016053
CID000004138,CID000004829,C0011206
CID000005391,CID000054374,C0003123
CID000002244,CID005487301,C0575081
CID000002803,CID000003255,C0020649
CID000005487,CID000005512,C0015230
CID000002284,CID000005391,C0017565
CID000004900,CID000005978,C0000737
CID000002141,CID000004595,C0013221
CID000004236,CID000005203,C1510472
1856,708,interacts
5687,7337,interacts
CID000004635,CID000004829,C0085636
31,280,interacts
54880,9918,interacts
10594,9129,interacts
CID000003348,CID000091270,C0003611
9021,4790,interacts
CID000003062,CID000004594,C0026267
CID000003715,CID000005645,C0013473
CID000003355,CID000003446,C0042109
6648,4942,interacts
CID000002650,CID000005039,C0007177
CID000003702,CID000130881,C0149931
147699,4342,interacts
CID000003365,CID000003510,C0010054
CID000003911,CID000005650,C0004093
CID000002802,CID005311297,C0030446
CID000000444,CID000004205,C0001546
CID000003365,CID000123620,C0018802
CID000002153,CID003002190,C0917799
84419,81629,interacts
CID000002160,CID000005533,C0007787
CID000002771,CID000003637,C0002871
CID000000450,CID000002244,C0042029
CID000003658,CID000004635,C0038363
CID000054454,CID000160051,C0011882
CID000002083,CID000216239,C0013404
57332,51773,interacts
CID000004635,CID000125889,C0344232
CID000003961,CID000005647,C0014868
CID000002978,CID000150311,C0015672
CID000002171,CID000005412,C0043096
CID000000853,CID000003419,C0022893
CID000005523,CID000005533,C0043094
CID000000450,CID000005656,C0012813
2212,100526693,interacts
CID000003404,CID000003937,C0008031
CID000000450,CID000005487,C0021345
CID000002244,CID000003121,C0038019
27040,2206,interacts
CID000002478,CID000002909,C0007784
CID000002083,CID000002617,C0018800
CID000003345,CID000005514,C0522055
CID000001690,CID000005496,C0023885
29984,84517,interacts
CID000002895,CID000005408,C0027497
CID000054454,CID000064147,C0020458
CID000002171,CID000119607,C0042571
CID000003157,CID000004900,C0011124
CID000004594,CID000062924,C0006271
CID000003161,CID000005391,C0917799
CID000002118,CID000002622,C0026858
CID000002171,CID000004107,C0032285
CID000004173,CID000008953,C0038395
CID000002662,CID000003652,C1456784
CID000004419,CID000004595,C0009241
CID000002171,CID000004894,C0836924
CID000003467,CID000005039,C0038454
CID000002249,CID000003249,C0043096
CID000000444,CID000054688,C0020473
10097,7474,interacts
2798,3356,interacts
CID000003672,CID004475485,C0042133
57418,6173,interacts
CID000005487,CID000119607,C0035455
CID000002907,CID000005496,C0012569
3454,5566,interacts
CID000000191,CID000004583,C0220981
CID000003463,CID000004873,C0428977
CID000003467,CID000004873,C0033774
56477,10022,interacts
CID000002891,CID000004091,C0009676
CID000004946,CID000124087,C0149521
64794,9045,interacts
CID000002550,CID000002764,C0041582
60491,5092,interacts
CID000002265,CID000003446,C0442874
CID000003367,CID000054688,C0042963
CID000005005,CID000005267,C0015695
CID000005253,CID000005732,C0085624
CID000002726,CID000005039,C0016382
CID000004812,CID000005234,C0035078
CID000003222,CID000005090,C0015469
CID000004409,CID000124087,C0010054
CID000003158,CID000005064,C0040822
57542,7289,interacts
CID000002088,CID000005152,C0042384
CID000000271,CID000000772,C0034067
3987,988,interacts
CID000003440,CID000004168,C0007642
CID000001983,CID000003032,C0033246
CID000001983,CID000005152,C0033975
CID000003385,CID000004900,C0702166
CID000004034,CID000004091,C0011860
CID000001775,CID000087177,C0013144
CID000001978,CID000004635,C0041582
CID000004679,CID000123620,C0030920
CID000002462,CID000004614,C0020625
CID000000853,CID000004585,C0917801
23019,22938,interacts
CID000005487,CID000006691,C0151825
5916,8340,interacts
9659,3875,interacts
CID000003510,CID003468412,C0041657
CID000002524,CID000065999,C0242379
7095,5198,interacts
55741,27163,interacts
CID000003403,CID000077999,C0020542
CID000060147,CID000083786,C0085580
CID000003348,CID006398970,C0037315
CID000002678,CID000004946,C0016382
CID000000853,CID000005735,C0085631
23049,5584,interacts
CID000002803,CID000003042,C0028081
CID000002955,CID000003640,C0041956
CID000000772,CID005381226,C0085619
CID000002244,CID000005376,C0520474
CID000004409,CID000004894,C0085606
CID000004411,CID000005035,C0027769
9646,51562,interacts
6755,50838,interacts
CID000004168,CID000004856,C0020456
CID000002435,CID000004052,C0149521
CID000002524,CID000667490,C0009917
CID000004900,CID003085017,C0037199
CID000003308,CID000150311,C0016053
CID000002609,CID000003386,C0027424
CID000005039,CID000005426,C0020461
CID000003075,CID000004601,C0003864
CID000000444,CID000003657,C0013395
CID000003516,CID000054688,C0016204
CID000005039,CID000062924,C0005741
CID000000450,CID000002244,C0033036
CID000000444,CID000005203,C0155773
CID000003823,CID000068740,C1442903
CID000002812,CID000003463,C0015695
CID000003780,CID003468412,C0085649
22938,124245,interacts
CID000002662,CID000003467,C0007820
CID000002088,CID000005234,C0041834
CID000003042,CID000005039,C0016053
CID000004900,CID000060835,C0011603
CID000003440,CID000038904,C0015544
1663,1659,interacts
CID000003958,CID000004052,C0000833
CID000006691,CID000216326,C0151908
CID000001983,CID000004536,C0041657
CID000002764,CID000004601,C0149512
CID000003405,CID000004513,C0442874
CID000005203,CID005329102,C0038362
CID000004583,CID000004679,C0020621
CID000003121,CID000005077,C0013384
8270,125115,interacts
CID000003405,CID000003702,C0018808
CID000002764,CID000004894,C0003811
CID000002554,CID000002786,C0030196
CID000060835,CID000443871,C0004144
CID000002156,CID000005005,C0242422
CID000003639,CID000123631,C0004093
CID000002477,CID000004585,C0151825
CID000002512,CID000002576,C0009806
6235,4904,interacts
8605,151056,interacts
CID000002311,CID000005029,C0017168
CID000003043,CID000004451,C0009782
CID000002160,CID006398525,C0004604
CID000001775,CID000002909,C0231218
CID000005245,CID000005523,C0019079
CID000002092,CID000005735,C0037763
CID000004236,CID000004927,C0010709
CID000002662,CID000005039,C0149871
CID000003365,CID000074989,C0011991
9820,84727,interacts
CID000004510,CID000005512,C0311394
CID000003961,CID000005035,C0014869
CID000004091,CID000005064,C0021400
CID000003639,CID000119607,C0030319
CID000005152,CID000005212,C0020649
CID000005656,CID000054454,C0162323
CID000004449,CID000004900,C0085631
CID000003385,CID000004159,C0271650
CID000003958,CID000005572,C0041582
CID000002803,CID000003386,C0267596
CID000005267,CID000071329,C0004239
CID000002622,CID000005073,C0041657
CID000005040,CID004475485,C0011991
CID000054841,CID004475485,C0003862
CID000002891,CID000005039,C0042029
CID000003152,CID000003355,C0036572
1132,3352,interacts
CID000004463,CID000005726,C0019521
2892,5567,interacts
CID000003957,CID000005647,C0034065
CID000002907,CID000004674,C0037284
CID000003658,CID000083786,C0030446
CID000003676,CID000003878,C0522224
4946,113451,interacts
CID000001117,CID000003325,C0042420
CID000003478,CID000004666,C0015672
183,3579,interacts
CID000003516,CID000003957,C0314719
CID000005073,CID005311048,C0039231
6455,23022,interacts
3911,7402,interacts
3284,54575,interacts
CID000004253,CID000005077,C0013182
CID000003075,CID000005719,C0007859
CID000001690,CID000002083,C0009144
CID000004829,CID000156419,C0036983
CID000002666,CID000004509,C0004096
CID000002656,CID000005732,C0027441
CID000000444,CID000002812,C0004144
CID000002244,CID000010631,C0025345
CID000003446,CID000003672,C0008033
CID000004999,CID000005039,C0206062
CID000003883,CID000004679,C0085655
CID000001983,CID000004411,C0020649
197257,506,interacts
10815,10814,interacts
CID000003961,CID000004927,C0015672
10413,56288,interacts
CID000002083,CID000003355,C0019080
CID000002250,CID000002909,C0575081
CID000000444,CID000005533,C0033774
152815,199745,interacts
CID000003405,CID000005656,C0002170
CID000002771,CID000005426,C0032285
3265,2903,interacts
CID000002269,CID000004107,C0020488
CID000002662,CID000004679,C0042510
6755,6352,interacts
23198,2224,interacts
CID000003961,CID000004107,C0007642
CID000003715,CID000005038,C0039070
CID000002269,CID000060865,C0007820
CID000003365,CID000004107,C0006325
CID000004253,CID000004834,C0036974
64979,8892,interacts
CID000002141,CID000054454,C0151908
CID000060953,CID000062924,C0020538
CID000001983,CID000004509,C0041912
CID000000853,CID000003333,C0040822
CID000002088,CID000002806,C0002878
CID000005408,CID005311297,C0917799
CID000004900,CID000125889,C0085624
CID000003032,CID000005672,C0020437
CID000004205,CID000054454,C0033953
CID000003403,CID000083786,C0013404
6403,53905,interacts
7320,868,interacts
CID000004917,CID000004927,C0012833
CID000003350,CID000006691,C0010054
CID000004173,CID000005512,C0042963
CID000005039,CID000005544,C0013595
CID000002764,CID000004091,C0398353
CID000003652,CID000005090,C0558489
CID000001302,CID000002265,C0034067
3690,6385,interacts
CID000001065,CID000002812,C0013404
CID000002554,CID000003062,C0023518
CID000003350,CID000004679,C0020443
CID000002662,CID000004168,C0014038
CID000005002,CID000010631,C0025323
CID000001983,CID000005090,C0265031
CID000003715,CID000003749,C0032300
CID000002171,CID000003365,C0011849
CID000005978,CID000038904,C0019360
CID000003143,CID000003961,C0031039
CID000002666,CID000004885,C0014591
CID000002806,CID000004259,C0836924
CID000004112,CID000125889,C0018801
CID000000772,CID000005572,C0036689
CID000001983,CID000004740,C0151970
CID000001302,CID000002585,C0022408
CID000003222,CID000003405,C0013405
CID000002631,CID000004173,C0031154
257202,7295,interacts
CID000004635,CID000054688,C0043096
CID000003929,CID000062924,C0344232
CID000002405,CID000003345,C0019112
CID000002088,CID000004609,C0015230
CID000003463,CID005311297,C0017086
CID000002803,83550,targets
CID000003405,CID000004411,C0007570
2316,7532,interacts
CID000004253,CID000005578,C0000737
CID000005379,CID000005656,C0007642
CID000002576,CID000005078,C0015230
CID000003446,CID000004885,C0151706
CID000003339,CID000005203,C0497247
CID000001065,CID000004052,C0008350
CID000000271,5050,targets
CID000004463,CID000005076,C0151786
CID000001983,CID000006691,C0085096
CID000054688,CID005481350,C0007642
CID000002171,CID000062924,C0015967
CID000004885,CID005311297,C0398353
CID000004034,CID000005029,C0031046
CID000002550,CID000003386,C0023518
CID000002678,CID000150311,C0004144
CID000003883,CID000005245,C0152027
CID000004900,CID000004932,C0038525
CID000002764,CID000003393,C0520474
CID000002471,CID000003937,C0022116
CID000000937,CID000002554,C0015672
54995,55301,interacts
CID000003121,CID000003348,C0037284
3119,1861,interacts
2268,408,interacts
CID000004900,CID000004946,C0003564
CID000002678,CID000003003,C0013473
CID000003348,CID000004991,C0042963
CID000003928,CID000005039,C0018799
CID000005029,CID000054374,C0085631
CID000003440,CID000004539,C0262431
130162,60,interacts
CID000003386,CID000005090,C0149931
CID000002891,CID000062924,C0152128
CID000003672,CID000005538,C0520474
CID000004112,CID000005512,C0013473
CID000005155,CID000054688,C0151786
5051,5320,interacts
CID000003877,CID000005734,C0034186
CID000003043,CID000083786,C0001122
CID000003032,CID004475485,C0010200
CID000000838,CID000003658,C0030196
CID000002083,CID000002162,C0020490
1026,7040,interacts
CID000004253,CID000004873,C0032768
CID000003419,CID000005391,C0024115
3081,368,interacts
CID000003339,CID006398525,C0019112
CID000000596,CID000004635,C0011630
8452,54800,interacts
23350,51503,interacts
CID000002678,CID000005029,C0022116
1002,50937,interacts
CID000004158,CID000028112,C0017168
CID000001983,CID000005090,C0013404
CID000000450,CID000005039,C0398353
30814,5322,interacts
CID000003672,CID000005512,C0231807
85378,11258,interacts
CID000002022,CID000002249,C0025290
CID000002978,CID000005732,C0013182
CID000002585,CID003085017,C0011206
CID000002520,CID000003157,C0149871
CID000003350,CID000003676,C0575081
CID000004449,CID000004873,C0019196
CID000001302,CID000003890,C0019209
CID004475485,CID005493444,C0020040
CID000032797,CID005311297,C0011168
CID000000444,CID000004585,C0231528
653333,6950,interacts
CID000002806,CID000005391,C0031256
CID000003476,CID000005064,C0015230
CID000002118,CID000004594,C0040136
CID000002267,CID000004594,C0178415
CID000003488,CID000005291,C0007177
CID000003958,CID000005426,C0029400
CID000003640,CID000004585,C0011127
CID000000444,CID000003652,C0024141
CID000002462,CID000003676,C0011849
CID000003016,CID000003672,C0004626
CID000002142,CID000004943,C0456909
CID000000937,CID000002895,C0020538
CID000004943,CID000056339,C0020621
CID000004917,CID000005090,C0024205
CID000002520,CID000004112,C0043352
CID000003419,CID000005039,C0030196
CID000027661,CID000060147,C0011127
CID000002786,CID000005379,C0034063
CID000002802,CID000005039,C0013362
CID000002265,CID000004927,C0015967
CID000002088,CID000005650,C0016665
CID000000444,CID000003075,C0011168
CID000003404,CID000003958,C0020461
CID000003639,CID000005514,C0000833
CID000002435,CID000004829,C0042029
CID000003958,CID000004195,C0032285
CID000003365,CID000004543,C0009763
CID000003339,CID000003386,C1260880
CID000004170,CID000083786,C0008325
CID000002522,CID000005651,C0018799
CID000004943,CID000077999,C0232492
CID000004594,CID000123620,C0019284
CID000003463,CID000003746,C0028084
10398,5879,interacts
CID000001983,CID000003640,C0149745
CID000003640,CID000005039,C0022660
CID000003639,CID005329102,C0002871
84126,29089,interacts
CID000002585,CID000003446,C0018524
CID000003108,CID000077999,C0085631
CID000003003,CID000003467,C0151723
CID000005039,CID000005454,C0231807
CID000002806,CID005311048,C0007177
CID000004158,CID000004845,C0006325
4313,5743,interacts
57504,7251,interacts
CID000004614,CID000005245,C0020538
CID000004171,CID000005073,C0017672
CID000003158,CID000003883,C0027441
CID000002764,CID000004595,C0023895
CID000003476,CID000005095,C0001430
CID000005523,CID000054688,C0034067
CID000002308,CID000003405,C0220982
23677,9223,interacts
8624,5692,interacts
CID000003937,CID000004679,C0005741
CID000002153,CID000002550,C0018524
CID000003446,CID000004635,C0013395
CID000003345,CID000041693,C0011334
CID000130881,CID004183806,C0002622
256435,8536,interacts
CID000000444,CID000005732,C0034063
CID000003652,CID000005039,C0009782
26330,160419,interacts
CID000000942,CID000083786,C0008031
CID000083786,CID000125889,C0085602
CID000004485,CID000125889,C0032617
CID000002250,CID000004614,C0038999
409,6011,interacts
CID000087177,CID003468412,C0009376
CID000003308,CID000005656,C0002103
CID000005095,CID000005466,C0010200
CID000003749,CID005311297,C0086438
CID000003032,CID000005523,C0085584
CID000004594,CID000004927,C0016807
386681,146760,interacts
4841,5001,interacts
CID000003157,CID000004885,C0043094
CID000004585,CID000032797,C0522055
CID000004171,CID000005731,C0030552
CID000004052,CID000004900,C0231807
CID000002187,CID000060198,C0039070
8477,5724,interacts
CID000003152,CID000004159,C0282488
CID000004609,CID000004873,C0031117
CID000002610,CID000004159,C0002962
CID000004052,CID000005656,C0032300
22919,10844,interacts
CID000003877,CID000005734,C0080274
CID000000596,CID000004168,C0020598
CID000002267,CID000005090,C0030305
CID000003661,CID000005039,C0017574
CID000004409,CID000005538,C0018799
CID000003696,CID000010631,C0020649
CID000002771,CID000003386,C0027051
CID000002554,CID000005514,C0042024
CID000003746,CID000005650,C0010054
CID000001302,CID000057469,C0016382
CID000004999,CID000005391,C0004604
CID000060795,CID000060854,C0016807
CID000000772,CID000003478,C0002871
25906,114904,interacts
CID000003403,CID000062924,C0018681
CID000005038,CID000005090,C0013404
CID000003325,CID000004159,C0028081
CID000004112,CID000004666,C0520474
CID000003003,CID000003310,C0016059
CID000002524,CID000004168,C0085649
CID000002812,CID000004091,C0026650
CID000002803,CID000054454,C0019193
CID000002662,CID000003043,C0027497
CID000005514,CID000005656,C0151825
CID000004691,CID000005064,C0027719
CID000000772,CID000004205,C0041296
23208,63893,interacts
CID000002088,CID000002153,C0016977
CID000004594,CID000008953,C0011849
CID000003446,CID000004058,C0152128
CID000003467,CID000003883,C0002962
55766,387893,interacts
CID000002585,CID000003961,C0080194
CID000002550,CID000004091,C0398353
CID000005656,CID000005735,C0028734
CID000002895,CID000003075,C0030794
CID000000937,CID000005734,C0012833
CID000003339,1381,targets
CID000004894,CID000005732,C0011849
CID000001690,CID000003877,C0014130
CID000003878,CID000004599,C0024523
3329,9804,interacts
CID000003696,CID000005512,C0004623
CID000005478,CID000062924,C0022408
CID000003324,CID000064147,C0042963
CID000001983,CID000005544,C0005747
CID000002771,CID000091270,C0009241
CID000003640,CID000004595,C0013404
6169,23471,interacts
80228,84876,interacts
55079,53918,interacts
CID000002622,CID000004253,C0013604
CID000000937,CID000003478,C0235329
CID000003957,CID000004173,C0027497
CID000005533,CID005311297,C0042109
CID000003661,CID000042113,C0027497
CID000002173,CID000003440,C0010692
CID000005234,CID003002190,C0022346
CID000003003,CID000006691,C0020621
CID000004112,CID000005487,C0038002
CID000003658,CID000005408,C0030305
CID000004917,CID000005253,C0015967
CID000003003,CID000004991,C0002871
CID000005029,CID000060871,C0022658
CID000002554,CID000004075,C0004096
CID000003161,CID000005064,C0040264
CID000003883,CID000036339,C0019193
9733,9128,interacts
253943,6119,interacts
CID000004168,CID000060953,C0020615
CID000002083,CID000004679,C0750426
CID000002118,CID000003152,C0009763
CID000003767,CID000004510,C0012833
CID000003488,CID000005002,C0041582
CID000002658,CID000003062,C0149520
CID000002891,CID000005152,C0014591
CID000002520,CID000006691,C0027497
CID000000942,CID000002308,C0011991
1831,4654,interacts
CID000002250,CID000054454,C0039503
91851,25805,interacts
CID000002978,CID000004634,C0042029
CID000002520,CID000004583,C0016242
CID000003559,CID000004168,C0031154
CID000002678,CID000002812,C0018932
CID000003639,CID000004075,C0149512
192670,3312,interacts
CID000000853,CID000443871,C0086543
CID000002477,CID000004585,C0015732
CID000004034,CID000004054,C0008033
CID000002088,CID000003386,C0013298
CID000002462,CID000003658,C0003123
CID000003440,CID000005478,C0009806
CID000002171,CID000004253,C0034067
CID000004943,CID000008953,C0035222
CID000002812,CID000060147,C0398353
CID000003032,CID000060835,C0036572
CID000001983,CID000003003,C0011053
CID000002249,CID000003648,C0000731
CID000005076,CID000005726,C0037998
CID000004200,CID000005538,C0007860
CID000062924,CID003468412,C0011849
CID000002764,CID000004159,C0009806
CID000002895,CID000003446,C0012833
2039,2801,interacts
CID000005064,CID001349907,C0018808
CID000002749,CID000005039,C0151908
CID000003961,CID000005005,C0917801
CID000001302,CID000002162,C0004239
CID000003161,CID000003639,C0235946
CID000083786,CID003002190,C0003467
4089,84085,interacts
351,6164,interacts
CID000002477,CID000054688,C0020517
CID000003016,CID000003454,C0011053
CID000004440,CID000004543,C0003862
4221,1487,interacts
CID000004885,CID000005656,C0040456
6908,7270,interacts
117178,121441,interacts
CID000003488,CID000062924,C0006625
CID000002162,CID000003793,C0018801
CID000002786,CID000004449,C0006325
CID000004927,CID006398525,C0025222
CID000002118,CID000005203,C0428977
CID000001983,CID000147912,C0013922
4236,7532,interacts
CID000003075,CID000004205,C0006325
CID000004091,CID000068740,C0003811
CID000003075,CID000068740,C0311394
CID000002160,CID000002244,C0020542
CID000004635,CID000005578,C0242184
CID000004173,CID000060835,C0041912
CID000003825,CID000004171,C0042963
8723,10980,interacts
CID000004253,CID000004509,C0017601
CID000003962,CID000004253,C0178282
CID000002250,CID000003419,C0009376
CID000093860,CID000170361,C0009676
CID000002477,CID000002764,C0008031
CID000010631,CID005487301,C0149931
CID000003958,CID000005656,C0014544
CID000002666,CID000124087,C0009319
CID000004168,CID000005358,C0027497
CID000002909,CID000003062,C0018944
CID000003121,CID000062924,C0024117
CID000002662,CID000003348,C0152031
CID000002803,CID000005203,C0030794
CID000000159,CID000004583,C0027441
CID000005039,CID000148211,C0011991
CID000005076,CID000005651,C0020621
CID000003016,CID000003746,C0007286
CID000001983,CID000003308,C0012813
CID000004900,CID000068740,C0020456
CID000003883,CID000123620,C0009938
CID000000937,CID000003016,C0018621
CID000003016,CID000005029,C0003962
CID000005454,CID000060854,C0025061
113457,4157,interacts
CID000004264,CID003468412,C0004238
CID000002578,CID000005978,C0042510
CID000002802,CID000004674,C0042029
CID000000143,CID000005978,C0018965
445582,3483,interacts
CID000001775,CID000001983,C0017181
CID000004900,CID005311048,C0000731
CID000004510,CID000027686,C0017601
CID000001302,CID000002802,C0008350
CID000003062,CID000444013,C0008033
728,23566,interacts
CID000002585,CID000004583,C0023467
22900,51562,interacts
CID000004900,CID000071329,C0016204
CID000000444,CID000123620,C0024141
CID000004946,CID000005035,C0018801
51763,253430,interacts
CID000002907,CID000003702,C0030252
CID000003702,CID000004091,C0018802
CID000002249,CID000004138,C0034886
CID000004091,CID000004829,C0001430
CID000003639,CID000005426,C0149871
CID000003461,CID000003690,C0007642
CID000004834,CID000005732,C0009938
5358,85451,interacts
CID000002250,CID000003403,C0024299
CID000002771,CID000005734,C0036572
CID000004159,CID000004634,C0017181
CID000003890,CID005311048,C0003123
CID000002678,CID000005029,C0030196
54926,23295,interacts
CID000001690,CID000004674,C0042487
CID000004666,CID000038904,C0278008
CID000123631,CID003468412,C0149871
CID000000942,CID000004889,C0034067
CID000002771,CID000005203,C0276143
CID000002022,CID000003657,C0015672
CID000005035,CID000123620,C0027531
CID000002311,CID000005090,C0038012
CID000002083,CID000003937,C0243026
CID000003883,CID000005005,C0028754
CID000002617,CID000003348,C0151632
CID000002658,CID000003958,C0004096
8065,1213,interacts
55313,284403,interacts
CID000002477,CID000002909,C0027651
CID000002806,CID000004829,C0270996
CID000002250,CID000003386,C0003862
